cell_group,gene_id,gene_short_name,fraction_expressing,mean_expression,specificity
BP,ENSMUSG00000078591,Hs3st4,0.19772727272727272,1.0221068082653055,0.5533397233561754
BP,ENSMUSG00000049265,Kcnk3,0.09545454545454546,0.14288375036100479,0.5523593642857231
BP,ENSMUSG00000031906,Smpd3,0.33636363636363636,0.5871251141057348,0.5483186562806024
BP,ENSMUSG00000020524,Gria1,0.275,0.7546051007257201,0.5410567946769582
BP,ENSMUSG00000030020,Prickle2,0.5318181818181819,1.5523892845151757,0.5355782431749722
BP,ENSMUSG00000092083,Kcnb2,0.725,4.301721722160348,0.5338210682196209
BP,ENSMUSG00000062961,Ccdc177,0.09090909090909091,0.1321744900670791,0.5236704261390578
BP,ENSMUSG00000049583,Grm5,0.07272727272727272,0.12646159442489407,0.5225768456795812
BP,ENSMUSG00000005089,Slc1a2,0.5931818181818181,1.6114036269008845,0.5185716045307784
BP,ENSMUSG00000001120,Pcbp3,0.6613636363636364,2.1660452897383933,0.5136760315296957
BP,ENSMUSG00000037940,Inpp4b,0.7204545454545455,4.740357038500275,0.5095564288968646
BP,ENSMUSG00000019990,Pde7b,0.25,0.5193001521439348,0.5054541155643671
BP,ENSMUSG00000090061,Nwd2,0.09318181818181819,0.17192405086148596,0.5033903265312731
BP,ENSMUSG00000036030,Prtg,0.12954545454545455,0.15155154957185804,0.49474544331831616
BP,ENSMUSG00000033740,St18,0.22727272727272727,0.47326057907159425,0.48463045240094893
BP,ENSMUSG00000092094,Zfp804b,0.4,6.647126910152218,0.4818539650515662
BP,ENSMUSG00000063142,Kcnma1,0.4772727272727273,3.3452984984090914,0.47348219237687383
BP,ENSMUSG00000021314,Amph,0.8136363636363636,3.7582734478377775,0.4731208555955876
BP,ENSMUSG00000054976,Nyap2,0.5522727272727272,1.8627673184381606,0.4647876458800737
BP,ENSMUSG00000051331,Cacna1c,0.5863636363636363,2.4270551165719505,0.4642211459874551
BP,ENSMUSG00000060534,Dcc,0.8204545454545454,6.932420141318935,0.46072116169332666
BP,ENSMUSG00000023267,Gabrr2,0.06136363636363636,0.06582676799232864,0.4589345363540941
BP,ENSMUSG00000064225,Paqr9,0.0659090909090909,0.07282144857436525,0.4580628817723704
BP,ENSMUSG00000042846,Lrrtm3,0.15681818181818183,0.2759308308584768,0.45744495670759067
BP,ENSMUSG00000052373,Mpp3,0.08636363636363636,0.11886826089434935,0.4513407935988133
BP,ENSMUSG00000033615,Cplx1,0.20227272727272727,0.30654413675564635,0.4510186902277521
BP,ENSMUSG00000024500,Ppp2r2b,0.7340909090909091,3.389685481964199,0.44887713633973914
BP,ENSMUSG00000028785,Hpca,0.10909090909090909,0.1461597663553416,0.4479393401765618
BP,ENSMUSG00000021313,Ryr2,0.4431818181818182,0.944900601574519,0.4478361094071418
BP,ENSMUSG00000020681,Ace,0.05227272727272727,0.06649934428937043,0.44464632761521494
BP,ENSMUSG00000056812,St8sia3,0.15,0.18845279859717484,0.4426389861096851
BP,ENSMUSG00000031273,Col4a6,0.5340909090909091,2.5941813124468553,0.4416423311325034
BP,ENSMUSG00000034310,Tmem132d,0.3159090909090909,1.472707068202896,0.4393427515437095
BP,ENSMUSG00000007653,Gabrb2,0.15227272727272728,0.1818773391538781,0.4392124235151039
BP,ENSMUSG00000037492,Zmat4,0.06818181818181818,0.19966283127524914,0.43854464723156117
BP,ENSMUSG00000025350,Rdh5,0.08863636363636364,0.19258704061715073,0.43767532705312695
BP,ENSMUSG00000021700,Rab3c,0.3409090909090909,0.6297477520265672,0.43553938704406103
BP,ENSMUSG00000033569,Adgrb3,0.45454545454545453,2.351441908455375,0.43494207855019984
BP,ENSMUSG00000006435,Neurl1a,0.19772727272727272,0.27422821866486413,0.4334051058299635
BP,ENSMUSG00000041073,Nacad,0.10227272727272728,0.13579850070791002,0.43127289281585224
BP,ENSMUSG00000034295,Fhod3,0.39545454545454545,0.9284931565759468,0.4306126135483107
BP,ENSMUSG00000040896,Kcnd3,0.509090909090909,1.4979712464308503,0.42856000303833774
BP,ENSMUSG00000017978,Cadps2,0.2681818181818182,0.6845251576994796,0.4254158649422649
BP,ENSMUSG00000056596,Trnp1,0.3386363636363636,0.5740207855671863,0.42432512668880307
BP,ENSMUSG00000066392,Nrxn3,0.9931818181818182,59.68859119699802,0.4212751292167417
BP,ENSMUSG00000030525,Chrna7,0.10227272727272728,0.17983374878332226,0.4171290049468247
BP,ENSMUSG00000042453,Reln,0.5545454545454546,2.3446616059039447,0.41407734932747486
BP,ENSMUSG00000041216,Clvs1,0.44545454545454544,0.7596727627687427,0.41328271666465577
BP,ENSMUSG00000055782,Abcd2,0.19772727272727272,0.2991704019699756,0.41166050094889517
BP,ENSMUSG00000021061,Sptb,0.08181818181818182,0.08134444986522243,0.40784662092810253
BP,ENSMUSG00000028906,Epb41,0.7045454545454546,2.903080530190167,0.40721837524835225
BP,ENSMUSG00000067889,Sptbn2,0.0659090909090909,0.07610994218230234,0.4054471101461319
BP,ENSMUSG00000032908,Sgpp2,0.06136363636363636,0.06946300370473477,0.4044670548170657
BP,ENSMUSG00000054871,Tmem158,0.05227272727272727,0.07674011058034073,0.4043870247712733
BP,ENSMUSG00000040797,Iqsec3,0.2340909090909091,0.38705937366461507,0.4039792701231322
BP,ENSMUSG00000051166,Eml5,0.8954545454545455,7.747186000538593,0.40344175156693485
BP,ENSMUSG00000068748,Ptprz1,0.4909090909090909,1.187023672539768,0.4018124181118612
BP,ENSMUSG00000037872,Ackr1,0.17045454545454544,0.2892302077225622,0.40158283976599907
BP,ENSMUSG00000040118,Cacna2d1,0.9204545454545454,7.757690193899167,0.40121834797178546
BP,ENSMUSG00000053024,Cntn2,0.1,0.1171937340002811,0.3992914832983371
BP,ENSMUSG00000059974,Ntm,0.5727272727272728,3.111167907628221,0.39830251092173286
BP,ENSMUSG00000051335,Gfod1,0.18181818181818182,0.24473609619480224,0.39714936870718853
BP,ENSMUSG00000063873,Slc24a3,0.7568181818181818,4.974101016133645,0.39435965551898533
BP,ENSMUSG00000022723,Crybg3,0.2409090909090909,0.38235616819667056,0.39091916343845134
BP,ENSMUSG00000030519,Apba2,0.5363636363636364,1.0807528692391284,0.3853983994683393
BP,ENSMUSG00000039809,Gabbr2,0.3386363636363636,0.6322554450362649,0.3851503908480409
BP,ENSMUSG00000030600,Lrfn1,0.1,0.10229334610189658,0.3825155716383407
BP,ENSMUSG00000061911,Myt1l,0.25,0.4656073716116763,0.38232175768268883
BP,ENSMUSG00000049001,Ndnf,0.36818181818181817,1.3744825567688956,0.3820777954494392
BP,ENSMUSG00000070866,Zfp804a,0.11363636363636363,0.28900508417302584,0.38196386047754183
BP,ENSMUSG00000030000,Add2,0.1431818181818182,0.17337882281332462,0.38051868665899247
BP,ENSMUSG00000031144,Syp,0.24772727272727274,0.3126225846922071,0.3798534524041619
BP,ENSMUSG00000067786,Nnat,0.34545454545454546,0.6967399596281277,0.3797050849892807
BP,ENSMUSG00000025551,Fgf14,0.2818181818181818,0.5534193660127358,0.37601738134018414
BP,ENSMUSG00000027238,Frmd5,0.38181818181818183,0.9679207213977858,0.3736298871921777
BP,ENSMUSG00000057455,Rit2,0.15,0.2641260186301969,0.3706985285758688
BP,ENSMUSG00000017167,Cntnap1,0.0659090909090909,0.07862044072743747,0.36985616325322535
BP,ENSMUSG00000003949,Hlf,0.20454545454545456,0.36179142165005607,0.36933603535160275
BP,ENSMUSG00000047842,Diras2,0.24772727272727274,0.36943143320892924,0.3681418842315678
BP,ENSMUSG00000017376,Nlk,0.7659090909090909,2.611311674376977,0.3679349745571221
BP,ENSMUSG00000059013,Sh2d3c,0.05227272727272727,0.06598998209039247,0.36605861499644177
BP,ENSMUSG00000040276,Pacsin1,0.15227272727272728,0.1579716512198353,0.3650908955132608
BP,ENSMUSG00000045287,Rtn4rl1,0.21363636363636362,0.29929233956275136,0.36481408495741463
BP,ENSMUSG00000037996,Slc24a2,0.5772727272727273,1.6085079812597802,0.36178086755711725
BP,ENSMUSG00000055567,Unc80,0.43863636363636366,0.6463547300629958,0.3597482343711529
BP,ENSMUSG00000025576,Rbfox3,0.2863636363636364,0.45835710238748373,0.3590998290431461
BP,ENSMUSG00000041488,Stx3,0.20227272727272727,0.27308370903135265,0.35838945508542397
BP,ENSMUSG00000050663,Trhde,0.07954545454545454,0.15542842146418062,0.35830118352899276
BP,ENSMUSG00000052572,Dlg2,0.4954545454545455,1.8334263695597819,0.35564358231540016
BP,ENSMUSG00000038128,Camk4,0.21363636363636362,0.3584587215221001,0.3545767215853288
BP,ENSMUSG00000063919,Srrm4,0.7636363636363637,3.5591471385694553,0.3536175204203502
BP,ENSMUSG00000025128,Bhlhe22,0.2681818181818182,0.4723686664309227,0.3534252945712002
BP,ENSMUSG00000028456,Unc13b,0.4,0.6742918664223891,0.3531076524790462
BP,ENSMUSG00000051910,Sox6,0.7772727272727272,4.410594800604858,0.35287325060110997
BP,ENSMUSG00000021986,Amer2,0.26136363636363635,0.45290622850364265,0.3516944319781281
BP,ENSMUSG00000030259,Rassf8,0.3,0.39971891084107875,0.35099225717495397
BP,ENSMUSG00000020601,Trib2,0.12272727272727273,0.15701413962188807,0.35040918818180256
BP,ENSMUSG00000057378,Ryr3,0.056818181818181816,0.126256649730115,0.34904190197221086
BP,ENSMUSG00000005338,Cadm3,0.5409090909090909,1.1211595263465945,0.34865711592730675
BP,ENSMUSG00000054733,Msra,0.28863636363636364,0.44315662640165754,0.3438994127723872
BP,ENSMUSG00000021608,Lpcat1,0.33636363636363636,0.4423738490335769,0.34320223089008906
BP,ENSMUSG00000041329,Atp1b2,0.42954545454545456,0.7961252092562896,0.33983807610330385
BP,ENSMUSG00000051527,Usp29,0.06363636363636363,0.08062526766612542,0.3357801132629613
BP,ENSMUSG00000027210,Meis2,0.5613636363636364,1.5573147313398252,0.334077785324007
BP,ENSMUSG00000055761,Nkain3,0.3181818181818182,1.0341621466129296,0.3337702430161431
BP,ENSMUSG00000052632,Asap2,0.4409090909090909,0.7734751329581501,0.3324714947444488
BP,ENSMUSG00000056553,Ptprn2,0.5545454545454546,1.643251472592739,0.3318799509883241
BP,ENSMUSG00000045038,Prkce,0.5909090909090909,2.058009105185889,0.33166970924262285
BP,ENSMUSG00000050751,Pgbd5,0.13863636363636364,0.1919366656272143,0.3315960517914178
BP,ENSMUSG00000064125,Prr36,0.05454545454545454,0.058511472629869415,0.33156021284806503
BP,ENSMUSG00000028528,Dnajc6,0.23863636363636365,0.3190548320601433,0.330248392467561
BP,ENSMUSG00000042078,Svop,0.27045454545454545,0.3996666176693356,0.32997981657578745
BP,ENSMUSG00000009647,Mcu,0.43863636363636366,0.7977875119446581,0.3291826112800438
BP,ENSMUSG00000047013,Fbxo41,0.06136363636363636,0.08713505075436867,0.32746455477607295
BP,ENSMUSG00000044667,Plppr4,0.07272727272727272,0.08471230475930684,0.32739602152958824
BP,ENSMUSG00000044548,Dact1,0.0659090909090909,0.08289105001084193,0.3269865560365749
BP,ENSMUSG00000021239,Vsx2,0.475,1.2843513033527236,0.3268033104922976
BP,ENSMUSG00000039913,Pak7,0.5159090909090909,1.1424568664242358,0.3267037668848096
BP,ENSMUSG00000038576,Susd4,0.07954545454545454,0.11118236635610214,0.3261441329579994
BP,ENSMUSG00000002997,Prkar2b,0.10681818181818181,0.14168760603281816,0.326130697989917
BP,ENSMUSG00000071708,Sms,0.15227272727272728,0.22455847633445467,0.3247316935982135
BP,ENSMUSG00000036964,Trim17,0.056818181818181816,0.06379449895172823,0.32353105762915335
BP,ENSMUSG00000021301,Hecw1,0.1340909090909091,0.21133890774914582,0.32333573305269425
BP,ENSMUSG00000062995,Ica1,0.16136363636363638,0.22117453788699257,0.3228525367930838
BP,ENSMUSG00000028137,Celf3,0.15454545454545454,0.16868625071021084,0.3226499693921101
BP,ENSMUSG00000051951,Xkr4,0.865909090909091,7.3600808535999755,0.3219186318688253
BP,ENSMUSG00000022489,Pde1b,0.08863636363636364,0.12688323419938402,0.3216955013176003
BP,ENSMUSG00000029126,Nsg1,0.1318181818181818,0.1642181110074982,0.3215801849182216
BP,ENSMUSG00000026527,Rgs7,0.4409090909090909,1.1128906156115066,0.3215538336212659
BP,ENSMUSG00000039860,Srrm3,0.3613636363636364,0.5101457090036798,0.32132614647804913
BP,ENSMUSG00000000197,Nalcn,0.3,0.5149256720806693,0.32122943276026594
BP,ENSMUSG00000039519,Cyp7b1,0.25227272727272726,0.42167994294095046,0.321034188170625
BP,ENSMUSG00000032985,5730522E02Rik,0.17045454545454544,0.2851322191764757,0.3198814437934746
BP,ENSMUSG00000049100,Pcdh10,0.07272727272727272,0.06310444576161867,0.31983759362751674
BP,ENSMUSG00000027273,Snap25,0.45681818181818185,0.7182517596548201,0.3183014745085191
BP,ENSMUSG00000037887,Dusp8,0.2727272727272727,0.4741163881416109,0.31808292777956937
BP,ENSMUSG00000029651,Mtus2,0.1340909090909091,0.18493364377642324,0.3178641426904938
BP,ENSMUSG00000089809,Rasgef1b,0.19318181818181818,0.343133486074018,0.3148684704215582
BP,ENSMUSG00000038390,Gpr162,0.07272727272727272,0.09518605718463446,0.3144432356513127
BP,ENSMUSG00000071847,Apcdd1,0.15227272727272728,0.20092840167583106,0.31414136288080186
BP,ENSMUSG00000046598,Bdh1,0.06818181818181818,0.07984992381292784,0.3126348901805861
BP,ENSMUSG00000027230,Creb3l1,0.26590909090909093,0.4483720579266432,0.31183160939901866
BP,ENSMUSG00000035456,Prdm8,0.06136363636363636,0.06534995710731757,0.31142331826185077
BP,ENSMUSG00000033981,Gria2,0.3068181818181818,0.5140537420361663,0.3106876766894743
BP,ENSMUSG00000035513,Ntng2,0.38636363636363635,0.7158802258270381,0.31046743826821055
BP,ENSMUSG00000053825,Ppfia2,0.5477272727272727,1.2497979287643974,0.3068852948870938
BP,ENSMUSG00000046157,Tmem229b,0.08863636363636364,0.11925549818617624,0.3068793183455478
BP,ENSMUSG00000033419,Snap91,0.5545454545454546,1.060860109020278,0.3061988322027569
BP,ENSMUSG00000027438,Napb,0.22727272727272727,0.3313465034065652,0.30542823382433104
BP,ENSMUSG00000024524,Gnal,0.05227272727272727,0.07959459300592654,0.30527041255800436
BP,ENSMUSG00000037541,Shank2,0.06818181818181818,0.07810478085938066,0.3042003376096599
BP,ENSMUSG00000019944,Rhobtb1,0.08863636363636364,0.1003449996338424,0.30343031071265547
BP,ENSMUSG00000028289,Epha7,0.3409090909090909,1.0397615025031914,0.30342291152949397
BP,ENSMUSG00000052949,Rnf157,0.13863636363636364,0.16189826177669223,0.30336202212349994
BP,ENSMUSG00000027834,Serpini1,0.10227272727272728,0.13116673745662402,0.30220868297985504
BP,ENSMUSG00000028519,Dab1,0.2431818181818182,1.051631089894356,0.301788065302551
BP,ENSMUSG00000008658,Rbfox1,0.29772727272727273,1.098053895499626,0.3015224076424531
BP,ENSMUSG00000042401,Crtac1,0.07272727272727272,0.101762091023821,0.3008320608317969
BP,ENSMUSG00000055725,Paqr3,0.26136363636363635,0.43475753045400856,0.30038352824191006
BP,ENSMUSG00000037169,Mycn,0.1318181818181818,0.1724254342354094,0.30004864143719123
